anchor,positive,negative
dev_queries/Q40830.jpg,references/R028749.jpg,train/T038152.jpg
dev_queries/Q49327.jpg,references/R892740.jpg,train/T055431.jpg
dev_queries/Q28845.jpg,references/R394053.jpg,train/T008017.jpg
references/R583979.jpg,dev_queries/Q13294.jpg,train/T079825.jpg
references/R706692.jpg,dev_queries/Q29275.jpg,train/T028915.jpg
dev_queries/Q39559.jpg,references/R465281.jpg,train/T095258.jpg
references/R539302.jpg,dev_queries/Q41236.jpg,train/T060281.jpg
references/R710356.jpg,dev_queries/Q35502.jpg,train/T007977.jpg
references/R156178.jpg,dev_queries/Q31922.jpg,train/T073943.jpg
references/R252341.jpg,dev_queries/Q19292.jpg,train/T086807.jpg
dev_queries/Q46350.jpg,references/R609080.jpg,train/T049141.jpg
dev_queries/Q04869.jpg,references/R554802.jpg,train/T033704.jpg
dev_queries/Q44479.jpg,references/R703085.jpg,train/T026752.jpg
references/R118022.jpg,dev_queries/Q29189.jpg,train/T043180.jpg
dev_queries/Q26173.jpg,references/R480324.jpg,train/T082074.jpg
dev_queries/Q34090.jpg,references/R656622.jpg,train/T101093.jpg
references/R745983.jpg,dev_queries/Q26149.jpg,train/T053915.jpg
references/R761366.jpg,dev_queries/Q25654.jpg,train/T015325.jpg
dev_queries/Q38442.jpg,references/R315894.jpg,train/T057228.jpg
dev_queries/Q26041.jpg,references/R766667.jpg,train/T080125.jpg
references/R226621.jpg,dev_queries/Q35402.jpg,train/T023121.jpg
dev_queries/Q32458.jpg,references/R826463.jpg,train/T004536.jpg
references/R180286.jpg,dev_queries/Q30476.jpg,train/T083909.jpg
dev_queries/Q39559.jpg,references/R465281.jpg,train/T012802.jpg
references/R790403.jpg,dev_queries/Q26287.jpg,train/T040279.jpg
dev_queries/Q25094.jpg,references/R974666.jpg,train/T072539.jpg
dev_queries/Q28925.jpg,references/R026140.jpg,train/T065682.jpg
dev_queries/Q12987.jpg,references/R806275.jpg,train/T085295.jpg
dev_queries/Q39870.jpg,references/R079030.jpg,train/T090073.jpg
references/R720754.jpg,dev_queries/Q47833.jpg,train/T092998.jpg
references/R491566.jpg,dev_queries/Q36388.jpg,train/T052072.jpg
references/R545668.jpg,dev_queries/Q39161.jpg,train/T034728.jpg
references/R093578.jpg,dev_queries/Q34769.jpg,train/T002165.jpg
dev_queries/Q19204.jpg,references/R093986.jpg,train/T009886.jpg
references/R603271.jpg,dev_queries/Q33749.jpg,train/T054242.jpg
references/R215954.jpg,dev_queries/Q26955.jpg,train/T091484.jpg
references/R341720.jpg,dev_queries/Q43518.jpg,train/T077136.jpg
dev_queries/Q18821.jpg,references/R553758.jpg,train/T071214.jpg
dev_queries/Q46350.jpg,references/R609080.jpg,train/T088887.jpg
references/R145810.jpg,dev_queries/Q48369.jpg,train/T096525.jpg
dev_queries/Q35544.jpg,references/R170701.jpg,train/T081184.jpg
dev_queries/Q38259.jpg,references/R829103.jpg,train/T078052.jpg
dev_queries/Q29120.jpg,references/R032819.jpg,train/T060487.jpg
references/R341720.jpg,dev_queries/Q43518.jpg,train/T003580.jpg
references/R532213.jpg,dev_queries/Q40793.jpg,train/T031650.jpg
dev_queries/Q39267.jpg,references/R835642.jpg,train/T020558.jpg
dev_queries/Q40018.jpg,references/R352929.jpg,train/T044799.jpg
references/R293201.jpg,dev_queries/Q35279.jpg,train/T077875.jpg
dev_queries/Q35180.jpg,references/R370426.jpg,train/T010385.jpg
references/R570550.jpg,dev_queries/Q28801.jpg,train/T097177.jpg
references/R415655.jpg,dev_queries/Q43265.jpg,train/T079833.jpg
dev_queries/Q36033.jpg,references/R021167.jpg,train/T089161.jpg
references/R418839.jpg,dev_queries/Q25942.jpg,train/T056671.jpg
dev_queries/Q30317.jpg,references/R706857.jpg,train/T044376.jpg
references/R677057.jpg,dev_queries/Q45976.jpg,train/T086494.jpg
references/R195248.jpg,dev_queries/Q27489.jpg,train/T093984.jpg
references/R502697.jpg,dev_queries/Q37337.jpg,train/T074483.jpg
dev_queries/Q30093.jpg,references/R738812.jpg,train/T013478.jpg
dev_queries/Q25280.jpg,references/R019809.jpg,train/T048544.jpg
dev_queries/Q49114.jpg,references/R213899.jpg,train/T016481.jpg
references/R567569.jpg,dev_queries/Q45468.jpg,train/T093436.jpg
dev_queries/Q30573.jpg,references/R856599.jpg,train/T032345.jpg
dev_queries/Q45706.jpg,references/R935137.jpg,train/T058920.jpg
dev_queries/Q46868.jpg,references/R847772.jpg,train/T017770.jpg
dev_queries/Q39401.jpg,references/R842636.jpg,train/T074527.jpg
dev_queries/Q14782.jpg,references/R478822.jpg,train/T089601.jpg
dev_queries/Q34323.jpg,references/R172395.jpg,train/T023252.jpg
references/R524602.jpg,dev_queries/Q19937.jpg,train/T015804.jpg
references/R427223.jpg,dev_queries/Q30499.jpg,train/T009161.jpg
references/R828969.jpg,dev_queries/Q44062.jpg,train/T056211.jpg
references/R228249.jpg,dev_queries/Q13623.jpg,train/T019263.jpg
dev_queries/Q13623.jpg,references/R228249.jpg,train/T025058.jpg
dev_queries/Q45489.jpg,references/R198883.jpg,train/T061029.jpg
dev_queries/Q44477.jpg,references/R283647.jpg,train/T083482.jpg
references/R859148.jpg,dev_queries/Q02642.jpg,train/T083023.jpg
dev_queries/Q45468.jpg,references/R567569.jpg,train/T018115.jpg
references/R523063.jpg,dev_queries/Q44585.jpg,train/T102156.jpg
dev_queries/Q35992.jpg,references/R394564.jpg,train/T099707.jpg
references/R892215.jpg,dev_queries/Q41980.jpg,train/T040804.jpg
dev_queries/Q43289.jpg,references/R637879.jpg,train/T003633.jpg
references/R760547.jpg,dev_queries/Q31793.jpg,train/T102001.jpg
dev_queries/Q02390.jpg,references/R223157.jpg,train/T046598.jpg
references/R872515.jpg,dev_queries/Q23012.jpg,train/T095722.jpg
references/R256959.jpg,dev_queries/Q33726.jpg,train/T061793.jpg
dev_queries/Q17190.jpg,references/R902637.jpg,train/T087652.jpg
references/R876935.jpg,dev_queries/Q33590.jpg,train/T098017.jpg
dev_queries/Q38560.jpg,references/R177434.jpg,train/T050418.jpg
dev_queries/Q45336.jpg,references/R202550.jpg,train/T017622.jpg
dev_queries/Q35082.jpg,references/R803413.jpg,train/T065194.jpg
references/R288840.jpg,dev_queries/Q17522.jpg,train/T069713.jpg
references/R504442.jpg,dev_queries/Q47117.jpg,train/T037728.jpg
dev_queries/Q12994.jpg,references/R047833.jpg,train/T027673.jpg
references/R420637.jpg,dev_queries/Q32984.jpg,train/T010825.jpg
references/R136936.jpg,dev_queries/Q43113.jpg,train/T044365.jpg
dev_queries/Q49807.jpg,references/R668978.jpg,train/T025219.jpg
dev_queries/Q30476.jpg,references/R180286.jpg,train/T010155.jpg
references/R667733.jpg,dev_queries/Q46265.jpg,train/T075499.jpg
references/R214351.jpg,dev_queries/Q09003.jpg,train/T049272.jpg
dev_queries/Q34971.jpg,references/R629739.jpg,train/T023162.jpg
dev_queries/Q34092.jpg,references/R130063.jpg,train/T045166.jpg
dev_queries/Q46995.jpg,references/R676764.jpg,train/T024775.jpg
dev_queries/Q47330.jpg,references/R757883.jpg,train/T036878.jpg
dev_queries/Q41072.jpg,references/R176097.jpg,train/T010003.jpg
dev_queries/Q39870.jpg,references/R079030.jpg,train/T074354.jpg
dev_queries/Q35703.jpg,references/R834217.jpg,train/T053229.jpg
dev_queries/Q08464.jpg,references/R551223.jpg,train/T085224.jpg
dev_queries/Q36259.jpg,references/R146254.jpg,train/T025596.jpg
references/R163350.jpg,dev_queries/Q27443.jpg,train/T042038.jpg
dev_queries/Q33261.jpg,references/R261287.jpg,train/T052338.jpg
dev_queries/Q18236.jpg,references/R385032.jpg,train/T099044.jpg
references/R685814.jpg,dev_queries/Q39292.jpg,train/T032710.jpg
dev_queries/Q19829.jpg,references/R011487.jpg,train/T027187.jpg
dev_queries/Q40565.jpg,references/R723015.jpg,train/T095942.jpg
dev_queries/Q08552.jpg,references/R336585.jpg,train/T020982.jpg
dev_queries/Q02664.jpg,references/R903201.jpg,train/T021885.jpg
dev_queries/Q28721.jpg,references/R483441.jpg,train/T039634.jpg
references/R623826.jpg,dev_queries/Q21530.jpg,train/T085006.jpg
references/R019007.jpg,dev_queries/Q27858.jpg,train/T027256.jpg
references/R903201.jpg,dev_queries/Q02664.jpg,train/T075678.jpg
dev_queries/Q13623.jpg,references/R228249.jpg,train/T032276.jpg
references/R438125.jpg,dev_queries/Q20533.jpg,train/T083324.jpg
dev_queries/Q27788.jpg,references/R427442.jpg,train/T027837.jpg
dev_queries/Q12344.jpg,references/R834662.jpg,train/T045977.jpg
dev_queries/Q41980.jpg,references/R892215.jpg,train/T004020.jpg
dev_queries/Q33793.jpg,references/R766579.jpg,train/T034999.jpg
references/R832520.jpg,dev_queries/Q21176.jpg,train/T068622.jpg
references/R745983.jpg,dev_queries/Q26149.jpg,train/T081355.jpg
references/R710356.jpg,dev_queries/Q35502.jpg,train/T042457.jpg
dev_queries/Q49114.jpg,references/R213899.jpg,train/T023353.jpg
references/R524615.jpg,dev_queries/Q05252.jpg,train/T053401.jpg
references/R669826.jpg,dev_queries/Q28828.jpg,train/T094503.jpg
dev_queries/Q26794.jpg,references/R874832.jpg,train/T066092.jpg
dev_queries/Q44823.jpg,references/R338143.jpg,train/T026685.jpg
dev_queries/Q43066.jpg,references/R942378.jpg,train/T043819.jpg
references/R945539.jpg,dev_queries/Q47967.jpg,train/T042594.jpg
references/R493222.jpg,dev_queries/Q31683.jpg,train/T067056.jpg
references/R030216.jpg,dev_queries/Q37433.jpg,train/T036853.jpg
dev_queries/Q27530.jpg,references/R969911.jpg,train/T066588.jpg
references/R459315.jpg,dev_queries/Q44094.jpg,train/T052873.jpg
dev_queries/Q33107.jpg,references/R760817.jpg,train/T057978.jpg
dev_queries/Q40506.jpg,references/R183095.jpg,train/T050564.jpg
references/R859148.jpg,dev_queries/Q02642.jpg,train/T096270.jpg
references/R687901.jpg,dev_queries/Q31385.jpg,train/T016988.jpg
references/R906696.jpg,dev_queries/Q25683.jpg,train/T034860.jpg
dev_queries/Q45216.jpg,references/R933917.jpg,train/T005385.jpg
dev_queries/Q44071.jpg,references/R801176.jpg,train/T035160.jpg
dev_queries/Q42724.jpg,references/R938167.jpg,train/T029940.jpg
dev_queries/Q42576.jpg,references/R625934.jpg,train/T046949.jpg
dev_queries/Q21530.jpg,references/R623826.jpg,train/T070314.jpg
dev_queries/Q29304.jpg,references/R821480.jpg,train/T066921.jpg
references/R288672.jpg,dev_queries/Q43807.jpg,train/T028677.jpg
references/R620041.jpg,dev_queries/Q39155.jpg,train/T016425.jpg
references/R350891.jpg,dev_queries/Q42638.jpg,train/T080741.jpg
dev_queries/Q38092.jpg,references/R410005.jpg,train/T031798.jpg
dev_queries/Q45336.jpg,references/R202550.jpg,train/T008523.jpg
dev_queries/Q06404.jpg,references/R134016.jpg,train/T078330.jpg
dev_queries/Q47803.jpg,references/R357504.jpg,train/T078300.jpg
references/R966556.jpg,dev_queries/Q40700.jpg,train/T022441.jpg
references/R312545.jpg,dev_queries/Q34766.jpg,train/T098464.jpg
references/R835483.jpg,dev_queries/Q49683.jpg,train/T017523.jpg
dev_queries/Q42944.jpg,references/R524560.jpg,train/T091242.jpg
references/R799625.jpg,dev_queries/Q25592.jpg,train/T077206.jpg
references/R286887.jpg,dev_queries/Q03820.jpg,train/T015412.jpg
references/R202550.jpg,dev_queries/Q45336.jpg,train/T082840.jpg
dev_queries/Q48782.jpg,references/R787972.jpg,train/T013357.jpg
dev_queries/Q43992.jpg,references/R073627.jpg,train/T012496.jpg
dev_queries/Q25341.jpg,references/R475350.jpg,train/T073480.jpg
references/R687901.jpg,dev_queries/Q31385.jpg,train/T017231.jpg
dev_queries/Q14157.jpg,references/R660429.jpg,train/T069098.jpg
dev_queries/Q31762.jpg,references/R443053.jpg,train/T056586.jpg
dev_queries/Q40592.jpg,references/R840042.jpg,train/T079392.jpg
references/R119279.jpg,dev_queries/Q28173.jpg,train/T085019.jpg
references/R578730.jpg,dev_queries/Q33558.jpg,train/T063407.jpg
dev_queries/Q10597.jpg,references/R824687.jpg,train/T015772.jpg
dev_queries/Q19514.jpg,references/R990474.jpg,train/T093219.jpg
dev_queries/Q42946.jpg,references/R446201.jpg,train/T069542.jpg
references/R211171.jpg,dev_queries/Q43214.jpg,train/T096942.jpg
references/R892215.jpg,dev_queries/Q41980.jpg,train/T043303.jpg
references/R589975.jpg,dev_queries/Q39443.jpg,train/T047292.jpg
references/R421537.jpg,dev_queries/Q35177.jpg,train/T061404.jpg
dev_queries/Q35177.jpg,references/R421537.jpg,train/T086725.jpg
references/R904527.jpg,dev_queries/Q33156.jpg,train/T015570.jpg
references/R322396.jpg,dev_queries/Q21733.jpg,train/T075237.jpg
dev_queries/Q32984.jpg,references/R420637.jpg,train/T042640.jpg
dev_queries/Q44062.jpg,references/R828969.jpg,train/T062589.jpg
references/R154840.jpg,dev_queries/Q32778.jpg,train/T011783.jpg
dev_queries/Q29774.jpg,references/R322491.jpg,train/T099378.jpg
dev_queries/Q43927.jpg,references/R537480.jpg,train/T035765.jpg
dev_queries/Q28511.jpg,references/R985807.jpg,train/T048469.jpg
references/R703085.jpg,dev_queries/Q44479.jpg,train/T019429.jpg
references/R270846.jpg,dev_queries/Q49821.jpg,train/T060617.jpg
references/R537480.jpg,dev_queries/Q43927.jpg,train/T041285.jpg
dev_queries/Q05801.jpg,references/R636542.jpg,train/T075867.jpg
references/R357504.jpg,dev_queries/Q47803.jpg,train/T030772.jpg
references/R491566.jpg,dev_queries/Q36388.jpg,train/T052606.jpg
references/R625934.jpg,dev_queries/Q42576.jpg,train/T061737.jpg
dev_queries/Q26482.jpg,references/R024882.jpg,train/T065115.jpg
dev_queries/Q17522.jpg,references/R288840.jpg,train/T072257.jpg
dev_queries/Q31793.jpg,references/R760547.jpg,train/T026570.jpg
dev_queries/Q39559.jpg,references/R465281.jpg,train/T049698.jpg
references/R306653.jpg,dev_queries/Q31092.jpg,train/T015471.jpg
dev_queries/Q30020.jpg,references/R583189.jpg,train/T015581.jpg
references/R655614.jpg,dev_queries/Q28104.jpg,train/T034777.jpg
dev_queries/Q40506.jpg,references/R183095.jpg,train/T072491.jpg
references/R542764.jpg,dev_queries/Q34724.jpg,train/T021401.jpg
references/R113727.jpg,dev_queries/Q31629.jpg,train/T082989.jpg
dev_queries/Q45762.jpg,references/R260528.jpg,train/T063112.jpg
dev_queries/Q30013.jpg,references/R338444.jpg,train/T007463.jpg
references/R530607.jpg,dev_queries/Q18413.jpg,train/T069782.jpg
references/R175447.jpg,dev_queries/Q42921.jpg,train/T018056.jpg
references/R970313.jpg,dev_queries/Q06566.jpg,train/T072930.jpg
dev_queries/Q48052.jpg,references/R170775.jpg,train/T086304.jpg
references/R500520.jpg,dev_queries/Q28115.jpg,train/T083812.jpg
dev_queries/Q49781.jpg,references/R178267.jpg,train/T020572.jpg
references/R211233.jpg,dev_queries/Q38284.jpg,train/T019246.jpg
dev_queries/Q30175.jpg,references/R156688.jpg,train/T038337.jpg
dev_queries/Q31922.jpg,references/R156178.jpg,train/T037153.jpg
references/R208236.jpg,dev_queries/Q27473.jpg,train/T036358.jpg
dev_queries/Q40731.jpg,references/R623614.jpg,train/T052009.jpg
references/R145529.jpg,dev_queries/Q36522.jpg,train/T058734.jpg
references/R706221.jpg,dev_queries/Q35055.jpg,train/T047107.jpg
dev_queries/Q45912.jpg,references/R636765.jpg,train/T070011.jpg
references/R433512.jpg,dev_queries/Q31689.jpg,train/T072332.jpg
dev_queries/Q40742.jpg,references/R135976.jpg,train/T033877.jpg
references/R541301.jpg,dev_queries/Q46349.jpg,train/T034356.jpg
references/R537480.jpg,dev_queries/Q43927.jpg,train/T036535.jpg
dev_queries/Q21530.jpg,references/R623826.jpg,train/T063516.jpg
references/R767535.jpg,dev_queries/Q13292.jpg,train/T102308.jpg
references/R256959.jpg,dev_queries/Q33726.jpg,train/T086858.jpg
dev_queries/Q19209.jpg,references/R875901.jpg,train/T089149.jpg
dev_queries/Q15403.jpg,references/R813066.jpg,train/T085644.jpg
